category,text
机电事故,贾某违反《煤矿安全规程》第四百四十二条中“严禁带电搬迁非本安型电气设备、电缆”的规定，在潜水电泵未断电的情况下拖拽潜水电泵，致使泵体内线路短路，潜水电泵发生了爆裂，飞出的接线腔接线盖、接线座击中了贾兵的头部，导致事故发生。
机电事故,现场人员将移动变压器调向移入轨道后，两根钻杆各有一端从轨道上脱落，斜搭在轨道上，两根钻杆对移动变压器形成主要受力支点，现场作业人员经过移变时触碰到钻杆，移动变压器失衡，重心偏移侧翻，砸伤现场作业人员是造成这起事故的直接原因。
机电事故,在调整支架过程中，未严格执行《采煤工作面拉架工操作规程》中“一人操作、一人观察顶板”的制度，擅自违章操作液压支架，是造成这起事故的直接原因。
机电事故,刮板输送机司机在刮板输送机和转载机搭接处处理大块煤时，未按操作规程规定将刮板输送机和转载机闭锁装置置于闭锁状态，只停止了刮板输送机，转载机仍在运行。由于其操作不慎，跌入运行中的转载机，被破碎机击中头部死亡，是造成这起事故发生的直接原因。
运输事故,"综合现场勘察、询问有关人员、查阅相关资料、技术分析认定：运料队在运输回收道轨、钢管等长件物料时，捆绑不牢固，装载物件重心偏后，物料在运输过程中震动散开，撞击巷帮，导致平板车掉道；跟车工张某文违章行走于下行运输平板车右前方附近,受到掉道平板车上装载道轨、钢管的撞击致颅脑损伤而死亡，是事故发生的直接原因。"
运输事故,史某军违反“行车不行人，行人不行车”规定，车辆运行，行走在运行平板车前方，钢丝绳出现异常情况，将其弹到(或闪脱)到道心并被卷入车底，掉入两轨道中间，平板车从其身体上方通过，身体多处受到擦挫、挤压，造成颅脑损伤并胸腔脏器损伤致死，是造成这起事故的直接原因。
运输事故,综合服务队回收车辆人员没有认真执行《80203备用工作面绞车安装选型验算及绞车安装、运行安全技术措施》有关规定导致串车跑车，致在西轨大巷与80203回风顺槽联络巷绕道风门内正在行走的掘进二队工人段某军(擦或者撞击)死亡，是事故的直接原因。
运输事故,皮带队清煤工王某瑞违章作业，擅自将南运输大巷第 3 部带式输送机机尾驱动装置处防护栏移开，在清煤过程中，底板潮湿光滑，不慎滑入带式输送机底皮带，被运行的皮带压带辊挤压，是造成这起事故的直接原因。
运输事故,把钩工李某违反《辅助运输作业规程》和《运输煤泥安全技术措施》，违章操作，在梭车运行情况下挂钩，导致梭车与装有煤泥的矿车相撞掉道将其挤伤致死是事故发生的直接原因。
运输事故,根据富昌公司四明山项目部工作安排，刘某山违反《煤矿安全规程》规定驾驶非防爆车辆同刘某肉下井回收水管、水泵和皮带架，在副斜井行驶过程中出现高速运行，制动失效，车辆失控，撞击9号煤辅助运输大巷正前方密闭致2人受伤死亡是造成本次事故的直接原因
运输事故,死者未遵守“行车不行人，行人不行车”的规定，进入警戒区域，被支架运输车挂碰，导致事故发生。
运输事故,寺河煤矿西井井下机电二队当班皮带巡检工申某巡检至西胶大巷皮带第72号架有异响处，违章作业，右臂不慎被卷入运行的皮带与上托辊之间受伤致死是造成此次事故的直接原因。
顶板事故,安全员违章在正在运行中的变压器上被顶板掉落的岩石砸 伤，导致其死亡，是事故发生的直接原因。
运输事故,电车抵车过程中，矿车将站在两车之间准备挂钢丝绳的孙宗峰抵伤
工伤事故,伤者谢磊站位不当，违章作业，正面刷帮，刷帮时掉落一块浆皮，躲避不及，被砸到右脚脚面。
工伤事故,综掘机链板机卡了一块大矸石，造成链板机链条卡死，伤者破碎矸石后，链条瞬间回弹，卡伤右脚。
工伤事故,1、伤者李典杰码放梁子时，未能抓牢，梁子脱落碰到左脚拇指。
工伤事故,中央轨道运输斜巷下口检修工张喜宏在检修完成试车时，未全程监控补车机动作范围内人员情况，致使阻车器动作时夹到梁永君左脚，造成其左脚第一跖骨骨折的事故。
瓦斯事故,掘进工作面在出现了喷孔、顶钻等突出预兆，实际已进入突出危险区，未采取区域综合防突措施，没有消除突出危险性，继续掘进作业，工人修棚打穿杆作业扰动煤体，诱发煤与瓦斯突出。
机电事故,任楼煤矿地面压风机房6号压风机冷却风扇电机电源线老化短路产生火花引燃橡胶线及隔音海绵，火势扩大引燃压力油管，后波及7号机组。
水害事故,Ⅲ633风巷迎头前方Ⅲ631里机巷垮塌堵塞形成老空积水，在采掘活动、探放水钻孔施工、放水扰动和水压的共同作用下，煤柱失稳垮塌，老空水突然溃出，造成事故发生。
顶板事故,迎头顶板破碎，临时支护不到位，人员违章进入空顶区域，被冒落的矸石砸中头部致死。
火灾事故,东兴煤业在西大巷第一联络巷违规使用不合格的空气压缩机，且空气压缩机使用不符合规定的润滑油，安全阀失效导致空气压缩机高温高压运行，缸盖和排气管气阀爆裂，高温高压气体喷出导致润滑油燃烧，引燃周边易燃材料，产生大量有毒有害气体，造成井下作业人员一氧化碳中毒死亡。
顶板事故,孟红亮违章作业，在 82#支架护帮板未打开情况下，未进行“敲帮问顶”，空顶冒险作业，被冒落的石块砸伤其头部和左手，头部受到严重损伤致其死亡。
机电事故,朱美斌违反《20105 综采放顶煤工作面安装作业规程》进行调架作业，且未听从班长郝彦新和同组作业人员郭明军的劝阻，在 53#支架防倒钢丝绳未完全受力拉紧的情况下，站位不当且擅自卸载单体液压支柱，造成 53#支架突然倾斜下滑，该支架防倒油缸击中其头部，致其重度颅脑损伤并死亡。
顶板事故,班长卫灵杰在未架设临时支护的情况下，违章指挥工人一起进入到空顶区域内作业，导致其被顶板垮落的岩石砸伤致死是事故发生的直接原因。
机电事故,王建峰违反《20102 综采工作面作业规程》和《20102 综采工作面收尾、回撤安全技术措施》，操作支架后未将该支架的操作阀手把归至“零”位，乳化液泵开启时该支架护帮板突然打开挤伤在支架护帮板下正在连网的其头部，导致其死亡。
顶板事故,运输大巷在掘进过程中遇见地质构造，形成大面积的冒落区，工作面迎头右上方有一空巷，使该区域处于地质应力集中区，围岩破碎、不稳定；现场作业人员未按照制定的《安全技术措施》要求安排专人观察围岩的变化情况；“敲帮问顶”制度执行不到位，是这起事故发生的直接原因。
机电事故,综采一队马艳青在工作面过煤层变薄带，顶板冒落大块矸石的情况下，在清理破碎 71#支架立柱外侧与挡煤板之间的矸石过程中，将左脚误踩在前、后立柱操作阀上，导致 71#支架前后立柱操作阀全部打开，在顶板压力作用下，支架顶梁下落，撞击马艳青头部挤压致死，是事故发生的直接原因。
放炮事故,"放炮员张海河未履行连接放炮母线并最后一个离开工作面的职责,在未执行“三人连锁”放炮制度的情况下直接启动发爆器，是这起事故发生的直接原因。"
机电事故,电工周磊磊在拆除井下中央变电所 3#变压器负荷线时(实际带电)，未执行验电、放电、挂接地线技术措施，造成变压器相间短路产生电弧，导致事故发生。
机电事故,综采一队采煤机司机赵建军违反操作规程，启动采煤机前，未巡视采煤机周围，也未发出启动信号；采煤机启动后，滚筒瞬间将悬挂于机头顶板处的 25 号液压管卷入，堆放在工作面煤壁附近与 25 号液压管相连的 10 号液压管将牛红芬缠绕一并被卷入采煤机滚筒下，是导致事故发生的直接原因。
机电事故,采煤机检修工王东在对采煤机挡煤板油缸检修时，未采取有效支撑(采用垫衬道木但未固定)，错误拆除油缸进回液管，导致油缸卸压，挡煤板瞬间下移，挤落道木后将其挤压致伤后死亡。
机电事故,"电缆看护人员未严格执行《岗位操作规程》，在挖掘装载机工作状态下，擅自进入机尾摆动区域，机尾由左向右摆动时,主传动部马达外罩碰伤电缆看护人员，是造成这起事故的直接原因。"
顶板事故,综采工作面遇到陷落柱后，岩体存在隐蔽滑面，现场作业人员在未采取有效措施的情况下冒险作业，打钻诱发滑面松裂，拔钻过程中岩体突然垮落，是造成事故的直接原因。
机电事故,矿建三队副班长张登科在处理皮带撕口时违章指挥、违章作业，在踩踏运转的驱动滚筒上方皮带时，左腿连同部分皮带被挤入相向运转的两驱动滚筒之间受伤致死，是造成本次事故的直接原因。
水害事故,中村煤业 2405 回风顺槽掘进工作面未按规定进行探放水，未查明前方老空积水情况，在掘进过程中导致大量老空积水溃入矿井，是造成此次事故的直接原因。
运输事故,西陈庄煤业 3202 回采面撤架过程中，现场作业人员违反规定使用开口链环进行连接，徐天平未按规定站在安全区域内，张福庆无证操作绞车，当 66#液压支架运输受阻、开口链环受力过大而断裂时，飞出的钢丝绳绳头击中徐天平胸部，是造成此次事故的直接原因。
顶板事故,现场作业人员作业时，临时支护不到位，站位不当，掘进工作面的伞檐及煤壁突然垮落，将作业人员砸伤，是导致该起事故发生的直接原因。
运输事故,技术鉴定组综合现场勘查情况、调查取证笔录、尸检报告及相关资料认定：在斜巷运输时，绞车司机赵军华违章不带电开绞车、放飞车，造成站在轨道上清煤的王杰被撞致死，是此次事故的直接原因。
顶板事故,在急倾斜煤层应力集中、煤层松软的巷段内作业时，未采取加强支护措施，煤炭垮漏导致作业人员被掩埋致死。
运输事故,11255采煤工作面下段刮板运输机信号装置不完善，采煤工何永乐违章跨越运行的刮板运输机，其左脚不慎滑入溜槽，被运行的刮板拖入停止的采煤机下部，左腿被拉断，经抢救无效死亡。
顶板事故,作业人员在巷道维修过程中未排除顶板离层隐患，违章冒险作业，离层顶板垮塌导致事故发生。
顶板事故,1121采煤工作面回风巷支架背帮接顶不严实，年久失修，作业人员在维修支架前未对作业地点的支架进行加固，撤除腐朽笆片、排柴时，支架顶部煤矸垮落，导致事故发生。
顶板事故,1121采煤工作面回风巷支架背帮接顶不严实，年久失修，作业人员在维修支架前未对作业地点的支架进行加固，撤除腐朽笆片、排柴时，支架顶部煤矸垮落，导致事故发生。
机电事故,卢某从事电工作业时间短，严重违反高压停电、挂牌程序和电器操作规程，业务素质差，是造成事故的直接原因。
工伤事故,本人违反安全操作规程，用手触摸机械运转部位，是造成事故的直接原因。
机电事故,魏某违反操作规程，电焊时未将地线接在本机上，而是接在远离工作地点与本机毫无关联的栏杆上，当被水浸湿的手套触及沾在煤泥里的焊线破口时造成人体接地而触电，是造成事故的直接原因。
机电事故,司机原某、杜某安全意识淡化，发现事故隐患不及时停车待检，也没有与维护工同时到现场对隐患进行认定，致使隐患未得到解决，是事故发生的主要原因。
机电事故,岗位司机、维护工、班长业务素质差，发现隐患不作深入检查，剪掉钢丝绳草草了事，存有侥幸心里，是造成事故的主要原因。
机电事故,焦某未执行停送电挂牌制度，安全自保意识差，工作随意性强，是造成事故的直接原因。
机电事故,在进行综掘机“第一运输机”组装时，张根明违章作业，擅自松开手拉葫芦，走到正在用撬棍撬“第一运输机”机尾的韩福明和常峰青旁，其头部受到从韩福明和常峰青手中弹出的撬棍打击，是造成这起事故的直接原因。
瓦斯事故,永吉煤矿E10煤层-228上山以西采空区煤炭自燃；该矿对火区采取水淹灭火措施后，在未依规证实火区熄灭的情况下，违规启封火区；煤炭自燃引起采空区内积聚的瓦斯爆炸，导致事故发生。
瓦斯事故,在应力集中区掘进因放炮扰动作用诱发的以地应力为主导的煤与瓦斯延期突出。
瓦斯事故,矿井在45621风巷4号斜坡上山违规采煤、违章放炮导通上部4563回采工作面已封闭的采空区，引发采空区瓦斯爆炸。
透水事故,东斜井+8m水平探煤上山尽头处(标高+58.10m)及以下25m范围内回撤捡煤作业形成自然冒落拱，造成煤岩柱变薄，承压能力下降，导致上部采空区积水突破煤岩柱，发生滞后透水。
瓦斯事故,该矿在708工作面密闭火区未熄灭的情况下，盲目决定缩小封闭范围。在违规打开原密闭、施工新密闭过程中，新鲜风流进入封闭区域，氧气和瓦斯浓度达到爆炸界限，遇采空区明火，发生瓦斯爆炸
机电事故,人员在井下 22610 综采工作面运输机机头操作岗位作业时，意外坠入转载机内，被破碎机挤压、挫压致死，是事故发生的直 接原因。
爆炸事故,310702综采面刮板输送机机尾电机内腔爆炸，产生冲击波和明火；冲击波破坏310702回风巷上出口往外121米至129米处两趟瓦斯抽放管，管内瓦斯溢出达到爆炸浓度，电机内腔爆炸产生的明火引起局部瓦斯爆炸。
爆炸事故,祖保煤矿开采的Ⅱ煤层具有煤尘爆炸危险性；暗主斜井超挂矿车，没有安装保险绳，串车提煤至上车场变坡点时，材料车下部碰头插销孔上部断裂，插销窜出造成跑车；跑车过程中矿车中的煤炭抛出，导致煤尘飞扬达到爆炸浓度；跑车时矿车撞击主斜井左侧供电电缆，电缆短路产生火花引起煤尘爆炸，造成人员伤亡。
瓦斯事故,4112运输巷掘进工作面位于复杂地质构造带，第一单元45个区域防突底板穿层抽采瓦斯钻孔中，有个别钻孔控制巷道两帮距离不符合规定，采取的顺层钻孔补充防突措施未能消除工作面突出危险；未执行该矿班班都要进行工作突出危险性预测要求，事故前连续3个小班未进行工作面突出危险性预测；工作面出现煤层变软、片帮、瓦斯忽大忽小等突出预兆后没有认真分析并及时采取措施；掘进工作面片帮、漏顶诱导煤与瓦斯突出。
瓦斯事故,8117工作面(70m延长段)违规实施顶板预裂爆破诱发工作面采空区顶板大面积垮落，使得该工作面采空区瓦斯等有毒有害气体瞬间涌出形成冲击波造成设备损坏和人员伤亡；该采空区内处于爆炸浓度范围的瓦斯，逆流到工作面皮带进风巷，冲击波造成10KV高压电缆受外力撞击破坏产生电火花引爆瓦斯导致了事故扩大。
瓦斯事故,宝马煤矿借回撤越界区域内设备名义违法组织生产，6040巷采工作面因停电停风，造成瓦斯积聚；1小时后恢复供电通风，积聚的高浓度瓦斯排入与之串联通风的6040综放工作面，遇到正在违规焊接支架的电焊火花引起瓦斯燃烧，产生的火焰传导至6040工作面进风顺槽，引起瓦斯爆炸。
瓦斯事故,超层越界、违法开采而导致
